id,buyercode,sellercode,order_year,odai,ordered,onai,delivery_year,term,designation,category,desc,coprod,nrdel,nrdelai,delyears,buyer,seller,status,tivunit,tivorder,tivdel
39628,TAI,USA,2007,X,218,X,2014,N/A,AIM-120C AMRAAM,MI,BVRAAM,L,218,X,2013-2014,Taiwan,United States,N,0.6,130.8,130.8
4084,TAI,USA,1983,X,600,X,1988,N/A,AIM-7M Sparrow,MI,BVRAAM,L,600,X,1986-1988,Taiwan,United States,N,0.18,108,108
20978,TAI,USA,1992,,600,,1999,N/A,AIM-7M Sparrow,MI,BVRAAM,L,600,X,1997-1999,Taiwan,United States,N,0.18,108,108
37180,TAI,USA,2005,,5,,2007,N/A,AIM-7M Sparrow,MI,BVRAAM,L,5,X,2007,Taiwan,United States,N,0.18,0.9,0.9
8393,TAI,USA,1958,X,500,X,1959,N/A,AIM-9B Sidewinder,MI,SRAAM,L,500,X,1958-1959,Taiwan,United States,N,0.04,20,20
16540,TAI,USA,1959,X,750,X,1966,N/A,AIM-9B Sidewinder,MI,SRAAM,L,750,X,1960-1966,Taiwan,United States,N,0.04,30,30
2664,TAI,USA,1973,,2000,X,1983,N/A,AIM-9J/P Sidewinder,MI,SRAAM,L,2000,X,1974-1983,Taiwan,United States,N,0.09,180,180
16541,TAI,USA,1982,,216,X,1985,N/A,AIM-9J/P Sidewinder,MI,SRAAM,L,216,X,1983-1985,Taiwan,United States,N,0.09,19.44,19.44
20742,TAI,USA,1992,,900,,1999,N/A,AIM-9M Sidewinder,MI,AIM-9S,,900,X,1997-1999,Taiwan,United States,N,0.12,108,108
33620,TAI,USA,2003,,182,,2006,N/A,AIM-9M Sidewinder,MI,AIM-9S,,182,X,2005-2006,Taiwan,United States,N,0.12,21.84,21.84
37181,TAI,USA,2005,,10,,2006,N/A,AIM-9M Sidewinder,MI,AIM-9S,,10,X,2006,Taiwan,United States,N,0.12,1.2,1.2
16552,TAI,USA,1973,X,1,,1974,N/A,Amphion,SH,Repair ship,L,1,,1974,Taiwan,United States,S,27.348,27.348,27.348
28105,TAI,USA,1999,,1,,2000,LEAS,Anchorage,SH,AALS,L,1,,2000,Taiwan,United States,S,50.48,50.48,50.48
31941,TAI,USA,1982,X,131,,2000,LIC,APG-67,GR,Combat ac radar,L,131,X,1989-2000,Taiwan,United States,N,2.5,327.5,327.5
51988,TAI,USA,2010,X,17,X,2014,N/A,APG-78 Longbow,GR,Combat heli radar,L,17,X,2012-2014,Taiwan,United States,N,3,51,51
53347,TAI,USA,2014,X,144,,0,N/A,APG-83 SABR,GR,Combat ac radar,L,4,,2018,Taiwan,United States,N,2.5,360,10
16566,TAI,USA,1960,,1,,1960,N/A,Ashland,SH,AALS,L,1,,1960,Taiwan,United States,S,23.048,23.048,23.048
16567,TAI,USA,1977,X,1,,1977,N/A,Ashland FRAM-2,SH,AALS,L,1,,1977,Taiwan,United States,S,26.312,26.312,26.312
34382,TAI,USA,1985,,1,,1985,N/A,Ashland FRAM-2,SH,AALS,L,1,,1985,Taiwan,United States,S,26.312,26.312,26.312
16553,TAI,USA,1963,X,4,,1968,N/A,Auk,SH,Minesweeper,L,4,,1964-1968,Taiwan,United States,S,10,40,40
38311,TAI,USA,1997,,74,X,1998,N/A,Avenger,AD,Mobile AD system,L,74,X,1998,Taiwan,United States,N,0.63,46.62,46.62
16579,TAI,USA,1953,X,6,,1954,N/A,B-26 Invader,AC,Bomber aircraft,L,6,X,1954,Taiwan,United States,S,2,12,12
19793,TAI,USA,1987,,12,,1990,VIP,Beech-1900/C-12J,AC,Light transport ac,L,12,,1988-1990,Taiwan,United States,N,3.9,46.8,46.8
4706,TAI,USA,1969,,50,,1972,LIC,Bell-205/UH-1H,AC,Helicopter,L,50,X,1970-1972,Taiwan,United States,N,2.62,131,131
23062,TAI,USA,1972,,68,,1976,LIC,Bell-205/UH-1H,AC,Helicopter,L,68,X,1973-1976,Taiwan,United States,N,2.62,178.16,178.16
24420,TAI,USA,1997,X,30,,1999,N/A,Bell-206/OH-58,AC,Light helicopter,L,30,X,1998-1999,Taiwan,United States,N,0.7,21,21
20634,TAI,USA,1992,,26,,1995,N/A,Bell-206/OH-58D(I),AC,Combat helicopter,L,26,X,1993-1995,Taiwan,United States,N,3,78,78
27158,TAI,USA,1999,,13,,2001,ASS,Bell-206/OH-58D(I),AC,Combat helicopter,L,13,X,1999-2001,Taiwan,United States,N,3,39,39
6678,TAI,USA,1957,X,14,,1960,N/A,Bell-47/OH-13,AC,Light helicopter,L,14,X,1957-1960,Taiwan,United States,N,0.24,3.36,3.36
16554,TAI,USA,1953,X,3,,1955,N/A,Benson,SH,Destroyer,L,3,,1954-1955,Taiwan,United States,S,36,108,108
16555,TAI,USA,1958,X,1,,1959,LOAN,Benson,SH,Destroyer,L,1,,1959,Taiwan,United States,S,36,36,36
24058,TAI,USA,1969,X,2,,1970,N/A,Benson,SH,Destroyer,L,2,,1970,Taiwan,United States,S,36,72,72
33783,TAI,USA,2002,,290,,2004,N/A,BGM-71F TOW-2B,MI,Anti-tank missile,L,290,X,2003-2004,Taiwan,United States,N,0.02,5.8,5.8
1752,TAI,USA,1980,,1013,,1982,N/A,BGM-71 TOW,MI,Anti-tank missile,L,1013,X,1981-1982,Taiwan,United States,N,0.01,10.13,10.13
24844,TAI,USA,1997,,1786,X,2001,N/A,BGM-71 TOW,MI,Anti-tank missile,L,1786,X,1999-2001,Taiwan,United States,N,0.01,17.86,17.86
33041,TAI,USA,1999,X,3,,2000,AID,Bolster,SH,Salvage ship,,3,X,1999-2000,Taiwan,United States,S,8,24,24
6681,TAI,USA,1960,X,14,X,1966,N/A,C-119 Packet,AC,Transport aircraft,L,14,X,1961-1966,Taiwan,United States,S,3.6,50.4,50.4
8404,TAI,USA,1968,X,28,X,1970,AID,C-119 Packet,AC,Transport aircraft,L,28,X,1969-1970,Taiwan,United States,S,3.6,100.8,100.8
6671,TAI,USA,1972,X,4,X,1972,AID,C-123B Provider,AC,Transport aircraft,L,4,,1972,Taiwan,United States,S,2.1,8.4,8.4
16580,TAI,USA,1970,X,11,X,1971,N/A,C-123K Provider,AC,Transport aircraft,L,11,X,1970-1971,Taiwan,United States,S,2.3,25.3,25.3
4686,TAI,USA,1984,,12,,1986,N/A,C-130H Hercules,AC,Transport aircraft,L,12,,1986,Taiwan,United States,N,28,336,336
20207,TAI,USA,1990,,1,,1991,N/A,C-130H Hercules,AC,Transport aircraft,L,1,,1991,Taiwan,United States,N,28,28,28
21389,TAI,USA,1993,,4,X,1996,N/A,C-130H Hercules,AC,Transport aircraft,L,4,X,1994-1996,Taiwan,United States,N,28,112,112
24382,TAI,USA,1996,,4,,1998,N/A,C-130H Hercules,AC,Transport aircraft,L,4,X,1997-1998,Taiwan,United States,N,28,112,112
16557,TAI,USA,1971,X,1,,1972,N/A,C1-M,SH,Cargo ship,L,1,,1972,Taiwan,United States,S,4.86,4.86,4.86
28509,TAI,USA,2005,X,650,X,0,N/A,C-9,EN,Diesel engine,L,605,X,2014-2018,Taiwan,United States,N,0.08,52,48.4
6660,TAI,USA,1958,X,3,X,1958,N/A,Canberra RB-57D,AC,Reconnaissance ac,L,3,X,1958,Taiwan,United States,N,9,27,27
16884,TAI,USA,1983,,3,,1985,N/A,CH-47C Chinook,AC,Transport helicopter,L,3,,1985,Taiwan,United States,N,15,45,45
27155,TAI,USA,1999,,9,,2003,N/A,CH-47D Chinook,AC,Transport helicopter,L,9,X,2002-2003,Taiwan,United States,N,18,162,162
17539,TAI,USA,1982,X,300,X,1985,N/A,Commando V-150,AV,APC,L,300,X,1983-1985,Taiwan,United States,N,0.2,60,60
16581,TAI,USA,1972,X,5,,1974,AID,DC-4/C-54,AC,Transport aircraft,L,5,X,1972-1974,Taiwan,United States,S,2.5,12.5,12.5
6679,TAI,USA,1961,X,1,,1962,VIP,DC-6/C-118,AC,Transport aircraft,L,1,,1962,Taiwan,United States,S,3.4,3.4,3.4
16582,TAI,USA,1957,X,12,,1958,N/A,DHC-2 Beaver,AC,Light aircraft,L,12,,1958,Taiwan,United States,S,0.152,1.824,1.824
16558,TAI,USA,1977,,1,,1977,AID,Diver,SH,Salvage ship,L,1,,1977,Taiwan,United States,S,8,8,8
20605,TAI,USA,1993,,4,,1995,OFFS,E-2C Hawkeye,AC,AEW&C aircraft,L,4,X,1994-1995,Taiwan,United States,N,73.65,294.6,294.6
29560,TAI,USA,1999,,2,,2005,N/A,E-2C Hawkeye-2000,AC,AEW&C aircraft,L,2,,2005,Taiwan,United States,N,80,160,160
6662,TAI,USA,1959,,15,,1959,AID,F-100A Super Sabre,AC,Fighter aircraft,L,15,,1959,Taiwan,United States,N,5,75,75
8398,TAI,USA,1970,X,34,X,1970,N/A,F-100A Super Sabre,AC,Fighter aircraft,L,34,X,1970,Taiwan,United States,S,2,68,68
23065,TAI,USA,1960,,65,,1960,N/A,F-100A Super Sabre,AC,Fighter aircraft,L,65,,1960,Taiwan,United States,S,2,130,130
26697,TAI,USA,1961,,4,,1961,AID,F-100A Super Sabre,AC,Fighter aircraft,L,4,,1961,Taiwan,United States,R,3.3,13.2,13.2
8401,TAI,USA,1958,X,29,X,1959,AID,F-104A Starfighter,AC,Fighter aircraft,L,29,X,1958-1959,Taiwan,United States,N,9,261,261
16583,TAI,USA,1974,X,6,,1975,AID,F-104A Starfighter,AC,Fighter aircraft,L,6,,1975,Taiwan,United States,S,3.6,21.6,21.6
1308,TAI,USA,1982,X,66,,1983,N/A,F-104G Starfighter,AC,FGA aircraft,L,66,X,1982-1983,Taiwan,United States,S,4.48,295.68,295.68
6676,TAI,USA,1962,X,67,,1965,AID,F-104G Starfighter,AC,FGA aircraft,L,67,X,1963-1965,Taiwan,United States,N,11.2,750.4,750.4
8403,TAI,USA,1969,X,26,,1970,AID,F-104G Starfighter,AC,FGA aircraft,L,26,,1969-1970,Taiwan,United States,S,4.48,116.48,116.48
37373,TAI,USA,1987,,300,X,2001,LIC,F-125,EN,Turbofan,L,300,X,1989-2001,Taiwan,United States,N,1,300,300
20743,TAI,USA,1992,,150,,1999,N/A,F-16C,AC,FGA aircraft,L,150,X,1997-1999,Taiwan,United States,N,28.5,4275,4275
6674,TAI,USA,1963,X,86,,1969,AID,F-5A Freedom Fighter,AC,FGA aircraft,L,86,,1965-1969,Taiwan,United States,N,8,688,688
8405,TAI,USA,1968,X,29,,1971,N/A,F-5A Freedom Fighter,AC,FGA aircraft,L,29,X,1969-1971,Taiwan,United States,N,8,232,232
625,TAI,USA,1973,,248,,1983,LIC,F-5E Tiger-2,AC,FGA aircraft,L,248,X,1974-1983,Taiwan,United States,N,10.5,2604,2604
3749,TAI,USA,1982,,60,,1986,LIC,F-5E Tiger-2,AC,FGA aircraft,L,60,X,1983-1986,Taiwan,United States,N,10.5,630,630
8417,TAI,USA,1951,,170,,1953,AID,F-84 Thunderjet,AC,FGA aircraft,L,170,X,1951-1953,Taiwan,United States,N,3.2,544,544
6686,TAI,USA,1958,X,29,X,1958,N/A,F-86D Sabre,AC,Fighter aircraft,L,29,X,1958,Taiwan,United States,S,1.7,49.3,49.3
6689,TAI,USA,1953,X,120,,1955,AID,F-86F Sabre,AC,Fighter aircraft,L,120,X,1954-1955,Taiwan,United States,N,3.5,420,420
23063,TAI,USA,1953,,200,X,1958,AID,F-86F Sabre,AC,Fighter aircraft,L,200,X,1956-1958,Taiwan,United States,S,1.4,280,280
23064,TAI,USA,1956,X,7,,1957,N/A,F-86F Sabre,AC,Fighter aircraft,L,7,X,1956-1957,Taiwan,United States,S,1.4,9.8,9.8
31085,TAI,USA,2002,X,360,,2005,N/A,FGM-148 Javelin,MI,Anti-tank missile,L,360,X,2005,Taiwan,United States,N,0.02,7.2,7.2
50571,TAI,USA,2009,,182,,2011,N/A,FGM-148 Javelin,MI,Anti-tank missile,L,182,X,2011,Taiwan,United States,N,0.02,3.64,3.64
23932,TAI,USA,1997,,1299,X,2001,N/A,FIM-92 Stinger,MI,Portable SAM,L,1299,X,1998-2001,Taiwan,United States,N,0.08,103.92,103.92
27156,TAI,USA,1998,,728,,2001,N/A,FIM-92 Stinger,MI,Portable SAM,L,728,X,2000-2001,Taiwan,United States,N,0.08,58.24,58.24
51243,TAI,USA,2009,,171,,2014,N/A,FIM-92 Stinger,MI,Portable SAM,L,171,X,2012-2014,Taiwan,United States,N,0.08,13.68,13.68
53133,TAI,USA,2009,,25,X,2012,N/A,FIM-92 Stinger,MI,Portable SAM,L,25,X,2012,Taiwan,United States,N,0.08,2,2
16560,TAI,USA,1966,X,4,,1971,N/A,Fletcher,SH,Destroyer,L,4,,1967-1971,Taiwan,United States,S,40.224,160.896,160.896
29380,TAI,USA,2005,,1,,2013,N/A,FPS-115 Pave Paws,GR,Air search radar,L,1,,2013,Taiwan,United States,N,100,100,100
16573,TAI,USA,1971,X,1,,1971,LEAS,FS-135,SH,Cargo ship,L,1,,1971,Taiwan,United States,S,3,3,3
1138,TAI,USA,1977,,3,,1977,N/A,Gearing FRAM-1,SH,Destroyer,L,3,,1977,Taiwan,United States,S,58,174,174
2610,TAI,USA,1981,,2,,1981,N/A,Gearing FRAM-1,SH,Destroyer,L,2,,1981,Taiwan,United States,S,58,116,116
18206,TAI,USA,1973,,3,,1973,N/A,Gearing FRAM-1,SH,Destroyer,L,3,,1973,Taiwan,United States,S,58,174,174
18208,TAI,USA,1971,,1,,1971,N/A,Gearing FRAM-1,SH,Destroyer,L,1,,1971,Taiwan,United States,S,58,58,58
21755,TAI,USA,1983,,2,,1983,N/A,Gearing FRAM-1,SH,Destroyer,L,2,,1983,Taiwan,United States,S,58,116,116
21756,TAI,USA,1978,,1,,1978,N/A,Gearing FRAM-1,SH,Destroyer,L,1,,1978,Taiwan,United States,S,58,58,58
60307,TAI,USA,1972,,1,,1972,N/A,Gearing FRAM-1,SH,Destroyer,L,1,,1972,Taiwan,United States,S,58,58,58
18211,TAI,USA,1971,,1,,1971,N/A,Gearing FRAM-2,SH,Destroyer,L,1,,1971,Taiwan,United States,S,54,54,54
16562,TAI,USA,1972,X,2,,1973,N/A,GUPPY-2,SH,Submarine,L,2,,1973,Taiwan,United States,S,18.6,37.2,37.2
16537,TAI,USA,1960,X,4,X,1963,N/A,HAWK,AD,SAM system,L,4,X,1961-1963,Taiwan,United States,N,25,100,100
16832,TAI,USA,1960,X,2,X,1961,N/A,Honest John TEL,AR,Mobile SSM launcher,L,2,X,1961,Taiwan,United States,N,0.5,1,1
6685,TAI,USA,1956,X,4,X,1957,N/A,HU-16B Albatross,AC,MP/transport ac,L,4,X,1957,Taiwan,United States,S,1.6,6.4,6.4
8411,TAI,USA,1965,X,2,,1968,N/A,HU-16B Albatross,AC,MP/transport ac,L,2,,1968,Taiwan,United States,S,1.6,3.2,3.2
1460,TAI,USA,1978,X,12,,1979,N/A,Hughes-500MD/ASW,AC,ASW helicopter,L,12,,1979,Taiwan,United States,N,4,48,48
1830,TAI,USA,1979,,6,X,1982,N/A,Hughes-500/OH-6A,AC,Light helicopter,L,6,X,1981-1982,Taiwan,United States,N,0.7,4.2,4.2
6670,TAI,USA,1977,X,6,X,1978,N/A,Hughes-500/OH-6A,AC,Light helicopter,L,6,X,1978,Taiwan,United States,N,0.7,4.2,4.2
8406,TAI,USA,1968,X,10,,1970,N/A,Hughes-500/OH-6A,AC,Light helicopter,L,10,,1969-1970,Taiwan,United States,N,0.7,7,7
16536,TAI,USA,1976,,4,X,1978,N/A,I-HAWK,AD,SAM system,L,4,X,1977-1978,Taiwan,United States,N,37.5,150,150
24626,TAI,USA,1980,,5,,1982,N/A,I-HAWK,AD,SAM system,L,5,X,1981-1982,Taiwan,United States,N,37.5,187.5,187.5
36895,TAI,USA,1976,,4,,1978,MOD,I-HAWK,AD,SAM system,L,4,X,1977-1978,Taiwan,United States,N,37.5,150,150
31445,TAI,USA,2003,X,4,,2006,N/A,Kidd,SH,Destroyer,L,4,,2005-2006,Taiwan,United States,S,180,720,720
23073,TAI,USA,1978,X,1,,1979,N/A,King Air,AC,Light transport ac,L,1,,1979,Taiwan,United States,N,2.75,2.75,2.75
20738,TAI,USA,1992,,3,,1993,LEAS,Knox,SH,Frigate,L,3,,1993,Taiwan,United States,S,110,330,330
21616,TAI,USA,1994,,3,,1995,LEAS,Knox,SH,Frigate,L,3,,1995,Taiwan,United States,S,110,330,330
27412,TAI,USA,1998,,2,,1999,N/A,Knox,SH,Frigate,L,2,,1999,Taiwan,United States,S,110,220,220
6218,TAI,USA,1967,,1,,1967,LOAN,Lawrence/Crosley,SH,Frigate/landing ship,L,1,,1967,Taiwan,United States,S,13.2,13.2,13.2
6808,TAI,USA,1965,,1,,1965,N/A,Lawrence/Crosley,SH,Frigate/landing ship,L,1,,1965,Taiwan,United States,S,13.2,13.2,13.2
8148,TAI,USA,1966,X,5,,1966,N/A,Lawrence/Crosley,SH,Frigate/landing ship,L,5,,1966,Taiwan,United States,S,13.2,66,66
14312,TAI,USA,1962,X,1,,1962,N/A,Lawrence/Crosley,SH,Frigate/landing ship,L,1,,1962,Taiwan,United States,S,13.2,13.2,13.2
16556,TAI,USA,1966,X,4,,1967,N/A,Lawrence/Crosley,SH,Frigate/landing ship,L,4,,1966-1967,Taiwan,United States,S,13.2,52.8,52.8
16568,TAI,USA,1953,X,5,,1954,N/A,LCI(L),SH,Landing craft,L,5,,1954,Taiwan,United States,S,4.32,21.6,21.6
16564,TAI,USA,1958,X,12,,1959,N/A,LCT Mk-6,SH,Landing craft,L,12,,1959,Taiwan,United States,S,2.52,30.24,30.24
16569,TAI,USA,1958,X,7,,1962,N/A,LSM,SH,Landing ship,L,7,,1959-1962,Taiwan,United States,S,6.4,44.8,44.8
16570,TAI,USA,1954,X,3,,1954,N/A,LSSL,SH,Gunboat,L,3,,1954,Taiwan,United States,S,4,12,12
16571,TAI,USA,1956,X,3,,1960,N/A,LST-1,SH,Landing ship,L,3,,1958-1960,Taiwan,United States,S,9.448,28.344,28.344
16572,TAI,USA,1955,X,15,,1961,N/A,LST-1,SH,Landing ship,L,15,,1955-1961,Taiwan,United States,S,9.448,141.72,141.72
17541,TAI,USA,1955,X,50,X,1956,N/A,LVT-4,AV,APC,L,50,X,1956,Taiwan,United States,S,0.06,3,3
17540,TAI,USA,1973,X,717,X,1976,N/A,LVTP-5,AV,APC,L,717,X,1974-1976,Taiwan,United States,S,0.2,143.4,143.4
14066,TAI,USA,1963,X,300,X,1969,LIC,M-101A1 105mm,AR,Towed gun,L,300,X,1964-1969,Taiwan,United States,N,0.45,135,135
17543,TAI,USA,1957,X,350,X,1959,N/A,M-101A1 105mm,AR,Towed gun,L,350,X,1957-1959,Taiwan,United States,S,0.18,63,63
24843,TAI,USA,1982,,90,,1986,N/A,M-106,AR,Self-propelled mortar,L,90,X,1984-1986,Taiwan,United States,N,0.31,27.9,27.9
17542,TAI,USA,1966,X,225,X,1969,N/A,M-108 105mm,AR,Self-propelled gun,L,225,X,1968-1969,Taiwan,United States,S,0.36,81,81
1459,TAI,USA,1980,,25,,1983,N/A,M-109A1 155mm,AR,Self-propelled gun,L,25,X,1983,Taiwan,United States,N,1.1,27.5,27.5
17546,TAI,USA,1978,,100,X,1982,N/A,M-109A1 155mm,AR,Self-propelled gun,L,100,X,1980-1982,Taiwan,United States,N,1.1,110,110
27656,TAI,USA,1990,X,72,,1991,N/A,M-109A1 155mm,AR,Self-propelled gun,L,72,X,1991,Taiwan,United States,N,1.1,79.2,79.2
25985,TAI,USA,1996,X,28,,1998,N/A,M-109A5 155mm,AR,Self-propelled gun,L,28,,1998,Taiwan,United States,N,1.25,35,35
1757,TAI,USA,1980,,50,,1982,N/A,M-110A2 203mm,AR,Self-propelled gun,L,50,X,1981-1982,Taiwan,United States,N,1.1,55,55
17547,TAI,USA,1983,X,10,X,1984,N/A,M-110A2 203mm,AR,Self-propelled gun,L,10,X,1984,Taiwan,United States,N,1.1,11,11
3817,TAI,USA,1982,,267,,1986,N/A,M-113,AV,APC,L,267,X,1984-1986,Taiwan,United States,N,0.25,66.75,66.75
8845,TAI,USA,1967,X,146,,1969,N/A,M-113,AV,APC,L,146,,1968-1969,Taiwan,United States,N,0.25,36.5,36.5
17545,TAI,USA,1954,X,100,X,1955,N/A,M-114 155mm,AR,Towed gun,L,100,X,1955,Taiwan,United States,S,0.2,20,20
29629,TAI,USA,1964,X,150,X,1970,LIC,M-114 155mm,AR,Towed gun,L,150,X,1964-1970,Taiwan,United States,N,0.5,75,75
17548,TAI,USA,1957,X,90,X,1959,N/A,M-115 203mm,AR,Towed gun,L,90,X,1958-1959,Taiwan,United States,S,0.3,27,27
53960,TAI,USA,1958,X,30,X,1959,N/A,M-1 240mm,AR,Towed gun,L,30,X,1958-1959,Taiwan,United States,S,0.34,10.2,10.2
6693,TAI,USA,1956,X,400,X,1960,AID,M-18 Hellcat,AV,Tank,L,400,X,1957-1960,Taiwan,United States,S,0.3,120,120
6697,TAI,USA,1951,X,25,X,1954,N/A,M-24 Chaffee,AV,Light tank,L,25,X,1951-1954,Taiwan,United States,S,0.3,7.5,7.5
17537,TAI,USA,1957,X,275,X,1959,N/A,M-24 Chaffee,AV,Light tank,L,275,X,1957-1959,Taiwan,United States,S,0.3,82.5,82.5
6696,TAI,USA,1951,X,60,,1954,AID,M-3/M-5 Half-track,AV,APC,L,60,X,1952-1954,Taiwan,United States,S,0.06,3.6,3.6
6695,TAI,USA,1953,X,550,X,1959,N/A,M-41 Walker Bulldog,AV,Light tank,L,550,X,1955-1959,Taiwan,United States,S,0.44,242,242
17538,TAI,USA,1968,X,150,X,1969,N/A,M-41 Walker Bulldog,AV,Light tank,L,150,X,1968-1969,Taiwan,United States,S,0.44,66,66
21758,TAI,USA,1976,,8,,1976,N/A,M-42 Duster,AD,SPAAG,L,8,X,1976,Taiwan,United States,S,0.48,3.84,3.84
21759,TAI,USA,1975,,23,,1976,N/A,M-42 Duster,AD,SPAAG,L,23,,1976,Taiwan,United States,S,0.48,11.04,11.04
21760,TAI,USA,1972,X,202,,1974,AID,M-42 Duster,AD,SPAAG,L,202,X,1973-1974,Taiwan,United States,S,0.48,96.96,96.96
21761,TAI,USA,1972,,45,,1973,N/A,M-42 Duster,AD,SPAAG,L,45,,1973,Taiwan,United States,S,0.48,21.6,21.6
21762,TAI,USA,1960,X,17,,1961,N/A,M-42 Duster,AD,SPAAG,L,17,X,1961,Taiwan,United States,S,0.48,8.16,8.16
4083,TAI,USA,1985,,16,,1986,N/A,M-48 Chaparral,AD,Mobile SAM system,L,16,X,1986,Taiwan,United States,N,1,16,16
16538,TAI,USA,1983,,24,,1984,N/A,M-48 Chaparral,AD,Mobile SAM system,L,24,X,1984,Taiwan,United States,N,1,24,24
26827,TAI,USA,1986,,52,,1989,N/A,M-48 Chaparral,AD,Mobile SAM system,L,52,X,1988-1989,Taiwan,United States,N,1,52,52
17536,TAI,USA,1984,,450,X,1995,LIC,M-48H Brave Tiger,AV,Tank,L,450,X,1985-1995,Taiwan,United States,N,2.1,945,945
1306,TAI,USA,1978,,100,,1979,N/A,M-48 Patton,AV,Tank,L,100,X,1978-1979,Taiwan,United States,S,0.492,49.2,49.2
6694,TAI,USA,1955,X,304,,1959,N/A,M-48 Patton,AV,Tank,L,304,X,1958-1959,Taiwan,United States,S,0.492,149.568,149.568
17544,TAI,USA,1954,X,390,X,1959,N/A,M-59 155mm,AR,Towed gun,L,390,X,1955-1959,Taiwan,United States,S,0.3,117,117
20417,TAI,USA,1994,X,160,,1998,N/A,M-60A3 Patton-2,AV,Tank,L,160,X,1995-1998,Taiwan,United States,R,1.386,221.76,221.76
27794,TAI,USA,1996,,300,,2002,N/A,M-60A3 Patton-2,AV,Tank,L,300,X,1998-2002,Taiwan,United States,S,0.84,252,252
4080,TAI,USA,1983,,33,,1986,N/A,M-88,AV,ARV,L,33,X,1985-1986,Taiwan,United States,N,1.5,49.5,49.5
22527,TAI,USA,1990,,4,,1995,N/A,M-88,AV,ARV,L,4,X,1995,Taiwan,United States,N,1.5,6,6
27657,TAI,USA,1989,X,6,,1990,N/A,M-992 FAASV,AV,ALV,L,6,X,1990,Taiwan,United States,N,0.6,3.6,3.6
21763,TAI,USA,1989,X,6,,1990,N/A,M-992 FDCV,AV,APC/Command Post,L,6,,1990,Taiwan,United States,N,0.45,2.7,2.7
27658,TAI,USA,1990,,18,,1991,N/A,M-9 ACE,AV,AEV,L,18,X,1991,Taiwan,United States,N,0.68,12.24,12.24
21388,TAI,USA,1994,,200,,1997,N/A,MIM-104C PAC-2,MI,SAM,L,200,X,1996-1997,Taiwan,United States,N,1,200,200
51197,TAI,USA,2009,,264,,2014,N/A,MIM-104F PAC-3,MI,ABM,L,264,X,2011-2014,Taiwan,United States,N,1,264,264
8394,TAI,USA,1958,X,220,,1960,AID,MIM-14 Nike Hercules,MI,SAM,L,220,X,1959-1960,Taiwan,United States,N,0.4,88,88
8397,TAI,USA,1969,X,73,,1970,N/A,MIM-14 Nike Hercules,MI,SAM,L,73,,1970,Taiwan,United States,N,0.4,29.2,29.2
21904,TAI,USA,1972,,96,,1972,N/A,MIM-14 Nike Hercules,MI,SAM,L,96,,1972,Taiwan,United States,N,0.4,38.4,38.4
21905,TAI,USA,1977,,82,,1978,N/A,MIM-14 Nike Hercules,MI,SAM,L,82,,1978,Taiwan,United States,N,0.4,32.8,32.8
21906,TAI,USA,1967,X,14,,1967,N/A,MIM-14 Nike Hercules,MI,SAM,L,14,,1967,Taiwan,United States,N,0.4,5.6,5.6
8395,TAI,USA,1960,X,220,,1963,AID,MIM-23A HAWK,MI,SAM,L,220,X,1961-1963,Taiwan,United States,N,0.12,26.4,26.4
21903,TAI,USA,1966,X,16,,1967,N/A,MIM-23A HAWK,MI,SAM,L,16,,1967,Taiwan,United States,N,0.12,1.92,1.92
1753,TAI,USA,1975,,342,X,1977,N/A,MIM-23B HAWK,MI,SAM,L,342,X,1976-1977,Taiwan,United States,N,0.17,58.14,58.14
2609,TAI,USA,1977,,323,X,1981,N/A,MIM-23B HAWK,MI,SAM,L,323,X,1977-1981,Taiwan,United States,N,0.17,54.91,54.91
476,TAI,USA,1978,X,20,,1980,N/A,MIM-72C Chaparral,MI,SAM,L,20,,1977,Taiwan,United States,N,0.11,2.2,2.2
4081,TAI,USA,1985,,262,X,1987,N/A,MIM-72C Chaparral,MI,SAM,L,262,X,1986-1987,Taiwan,United States,N,0.11,28.82,28.82
4082,TAI,USA,1983,,120,,1985,N/A,MIM-72C Chaparral,MI,SAM,L,120,X,1985,Taiwan,United States,N,0.11,13.2,13.2
16542,TAI,USA,1983,,384,,1985,N/A,MIM-72C Chaparral,MI,SAM,L,384,X,1984-1985,Taiwan,United States,N,0.11,42.24,42.24
16545,TAI,USA,1980,,284,,1982,N/A,MIM-72C Chaparral,MI,SAM,L,284,X,1981-1982,Taiwan,United States,N,0.11,31.24,31.24
29584,TAI,USA,1974,,36,,1976,N/A,MIM-72C Chaparral,MI,SAM,L,36,X,1975-1976,Taiwan,United States,N,0.11,3.96,3.96
32504,TAI,USA,2000,,302,,2005,N/A,MIM-72C Chaparral,MI,SAM,L,302,X,2000-2005,Taiwan,United States,N,0.11,33.22,33.22
19500,TAI,USA,1989,X,7,,1992,N/A,Mk-15 Phalanx,AD,CIWS,L,7,X,1989-1992,Taiwan,United States,N,7,49,49
23061,TAI,USA,1995,,6,,1998,N/A,Mk-15 Phalanx,AD,CIWS,L,6,,1996-1998,Taiwan,United States,N,7,42,42
58184,TAI,USA,2011,X,1,,2014,N/A,Mk-15 Phalanx,AD,CIWS,L,1,,2014,Taiwan,United States,N,7,7,7
23751,TAI,USA,1969,X,16,,1974,N/A,Mk-30 127mm,NW,Naval gun,L,16,X,1970-1974,Taiwan,United States,S,0.3,4.8,4.8
